Country,City,Latitude,Longitude,Disease,Year,Cases
India,Delhi,28.690312240309588,77.11007139718879,Schistosomiasis,2012,488
India,Delhi,28.662647184774734,77.08486743337988,Schistosomiasis,2013,535
India,Delhi,28.72284684313084,77.13215454358183,Schistosomiasis,2014,494
India,Delhi,28.711192180513248,77.14781517709284,Schistosomiasis,2015,481
India,Delhi,28.713772433515473,77.09656369071904,Schistosomiasis,2016,486
India,Delhi,28.749928140949628,77.14974996299775,Schistosomiasis,2017,541
India,Delhi,28.741092866252433,77.14971711994302,Schistosomiasis,2018,509
India,Delhi,28.74300524487621,77.13108535521881,Schistosomiasis,2019,522
India,Delhi,28.67962317460412,77.1434940335343,Schistosomiasis,2020,533
India,Delhi,28.658585593672377,77.06628655599573,Schistosomiasis,2021,488
India,Delhi,28.71647037796761,77.10247559927464,Schistosomiasis,2022,481
India,Delhi,28.710345465753676,77.13145981622561,Soil-transmitted Helminthiasis,2010,523
India,Delhi,28.750600345195576,77.09871372399867,Soil-transmitted Helminthiasis,2011,495
India,Delhi,28.729036497716336,77.09090932355797,Soil-transmitted Helminthiasis,2012,469
India,Delhi,28.674920320799796,77.07773140235602,Soil-transmitted Helminthiasis,2013,547
India,Delhi,28.7231784551839,77.06196112246087,Soil-transmitted Helminthiasis,2014,501
India,Delhi,28.677927225563696,77.0719128336743,Soil-transmitted Helminthiasis,2015,491
India,Delhi,28.72041216286025,77.07915534178503,Soil-transmitted Helminthiasis,2016,560
India,Delhi,28.739804376100548,77.07312278075216,Soil-transmitted Helminthiasis,2017,500
India,Delhi,28.705086319237093,77.07603334247335,Soil-transmitted Helminthiasis,2018,485
India,Delhi,28.74269033520305,77.1500155283568,Soil-transmitted Helminthiasis,2019,507
India,Delhi,28.750645191923702,77.06832088589405,Soil-transmitted Helminthiasis,2020,450
India,Delhi,28.754095156975872,77.10963861361274,Soil-transmitted Helminthiasis,2021,536
India,Delhi,28.73186291794733,77.14701240349092,Soil-transmitted Helminthiasis,2022,473
India,Delhi,28.748227555373987,77.14840950471918,Rabies,2010,511
India,Delhi,28.718045535574348,77.12121106128969,Rabies,2011,482
India,Delhi,28.693643259527192,77.07019227857703,Rabies,2012,491
India,Delhi,28.66851776496587,77.08958521179794,Rabies,2013,509
India,Delhi,28.70397257269453,77.06215927692327,Rabies,2014,464
India,Delhi,28.708964732356247,77.08369490491651,Rabies,2015,488
India,Delhi,28.686256169884643,77.07169998406155,Rabies,2016,512
India,Delhi,28.712475555907282,77.05658423180152,Rabies,2017,501
India,Delhi,28.72825483077281,77.09336112725705,Rabies,2018,509
India,Delhi,28.686130221054942,77.06477650995436,Rabies,2019,513
India,Delhi,28.70863608186978,77.075388090317,Rabies,2020,544
India,Delhi,28.678496811022214,77.14680231819342,Rabies,2021,490
India,Delhi,28.752748785651242,77.10628826464165,Rabies,2022,540
India,Delhi,28.730276439564214,77.09813736374159,Trachoma,2010,483
India,Delhi,28.75104453348827,77.13308443491678,Trachoma,2011,523
India,Delhi,28.704458377125356,77.15035338802502,Trachoma,2012,502
India,Delhi,28.704328418078468,77.06431134378988,Trachoma,2013,465
India,Delhi,28.6913049207432,77.09719074917695,Trachoma,2014,534
India,Delhi,28.685934650934662,77.15143490089929,Trachoma,2015,489
India,Delhi,28.686654068653144,77.07886187559909,Trachoma,2016,515
India,Delhi,28.720023572055734,77.11261768443536,Trachoma,2017,532
India,Delhi,28.724689545656684,77.14701840445854,Trachoma,2018,509
India,Delhi,28.666028566427258,77.06837779338856,Trachoma,2019,475
India,Delhi,28.67367025268907,77.05810344570048,Trachoma,2020,507
India,Delhi,28.6698569770816,77.0587903092784,Trachoma,2021,466
India,Delhi,28.72725812541664,77.12531596106462,Trachoma,2022,503
India,Delhi,28.7218893957577,77.06847351004944,Kala-azar,2010,510
India,Delhi,28.669287995589887,77.11856467197616,Kala-azar,2011,514
India,Delhi,28.670333278271038,77.0935806954341,Kala-azar,2012,488
India,Delhi,28.686751713361208,77.12228871552414,Kala-azar,2013,510
India,Delhi,28.678579743562043,77.12298518845924,Kala-azar,2014,510
India,Delhi,28.70513668961195,77.09509103045704,Kala-azar,2015,465
India,Delhi,28.707155597240153,77.10495914429848,Kala-azar,2016,484
India,Delhi,28.7332302562616,77.1160365330685,Kala-azar,2017,532
India,Delhi,28.658890110908494,77.0631010196763,Kala-azar,2018,521
India,Delhi,28.682082435508438,77.13558815410589,Kala-azar,2019,505
India,Delhi,28.656111651051706,77.05630156312712,Kala-azar,2020,478
India,Delhi,28.655139373185,77.13550127589622,Kala-azar,2021,485
India,Delhi,28.722928188678107,77.08900199819598,Kala-azar,2022,509
India,Delhi,28.67470765857425,77.08613064850174,Chikungunya,2010,537
India,Delhi,28.67694251579193,77.07316984670064,Chikungunya,2011,495
India,Delhi,28.721050510406506,77.09193425312183,Chikungunya,2012,486
India,Delhi,28.6892873080719,77.0969533236163,Chikungunya,2013,527
India,Delhi,28.678278281661697,77.07053985969755,Chikungunya,2014,476
India,Delhi,28.743703036210487,77.10626023910903,Chikungunya,2015,544
India,Delhi,28.65539392297485,77.11088520920164,Chikungunya,2016,504
India,Delhi,28.665984874215738,77.09825350848229,Chikungunya,2017,472
India,Delhi,28.69376693490506,77.15166897786635,Chikungunya,2018,530
India,Delhi,28.654140282779995,77.08242820057974,Chikungunya,2019,513
India,Delhi,28.74608733652407,77.06265730861932,Chikungunya,2020,491
India,Delhi,28.726691743957797,77.14119503256995,Chikungunya,2021,522
India,Delhi,28.686993332340645,77.12378846420718,Chikungunya,2022,501
India,Delhi,28.66250282068292,77.14133942821874,Japanese Encephalitis,2010,521
India,Delhi,28.71578982938883,77.11769515871602,Japanese Encephalitis,2011,513
India,Delhi,28.70374145703269,77.14333145585533,Japanese Encephalitis,2012,532
India,Delhi,28.697526571055914,77.07819030281657,Japanese Encephalitis,2013,492
India,Delhi,28.690868631570954,77.14057268173129,Japanese Encephalitis,2014,505
India,Delhi,28.67655264123446,77.06982311721322,Japanese Encephalitis,2015,498
India,Delhi,28.725718265946487,77.07110086886546,Japanese Encephalitis,2016,486
India,Delhi,28.703360573974837,77.13337604760919,Japanese Encephalitis,2017,431
India,Delhi,28.725577915800198,77.06276840576953,Japanese Encephalitis,2018,523
India,Delhi,28.683853566743807,77.13867357338432,Japanese Encephalitis,2019,470
India,Delhi,28.736710684903944,77.1324087073748,Japanese Encephalitis,2020,519
India,Delhi,28.751048075914927,77.11851967836834,Japanese Encephalitis,2021,508
India,Delhi,28.688667237903815,77.06949750897657,Japanese Encephalitis,2022,450
India,Mumbai,19.095856888675844,72.86654224323486,Dengue,2010,503
India,Mumbai,19.11869920411374,72.9206195836241,Dengue,2011,501
India,Mumbai,19.093667485524662,72.86792403101987,Dengue,2012,521
India,Mumbai,19.08853260985678,72.89089668745599,Dengue,2013,496
India,Mumbai,19.093808458540277,72.87562583248778,Dengue,2014,525
India,Mumbai,19.04352981636707,72.8355669168134,Dengue,2015,494
India,Mumbai,19.04529256507329,72.86773988796857,Dengue,2016,474
India,Mumbai,19.059765647790805,72.91357956099786,Dengue,2017,503
India,Mumbai,19.053133172972913,72.86640345007466,Dengue,2018,510
India,Mumbai,19.046594315363674,72.83156552191012,Dengue,2019,503
India,Mumbai,19.072778438935252,72.83380380556164,Dengue,2020,495
India,Mumbai,19.085612485984214,72.86747546402013,Dengue,2021,491
India,Mumbai,19.031576384376876,72.83751109697728,Dengue,2022,447
India,Mumbai,19.10344915791935,72.90855279095204,Leprosy,2010,527
India,Mumbai,19.094471854948626,72.89015083471362,Leprosy,2011,498
India,Mumbai,19.085658444747867,72.90637543922078,Leprosy,2012,499
India,Mumbai,19.073106588998318,72.83852719555618,Leprosy,2013,476
India,Mumbai,19.052425358825847,72.9098182996735,Leprosy,2014,493
India,Mumbai,19.094926986448172,72.89591575877134,Leprosy,2015,509
India,Mumbai,19.02683698723437,72.87380196986129,Leprosy,2016,492
India,Mumbai,19.08536693200436,72.88619571410474,Leprosy,2017,500
India,Mumbai,19.094331370945227,72.90273838893579,Leprosy,2018,510
India,Mumbai,19.10479496355241,72.839820944913,Leprosy,2019,459
India,Mumbai,19.05935160448872,72.84290044532716,Leprosy,2020,545
India,Mumbai,19.06309126194424,72.91161039946945,Leprosy,2021,493
India,Mumbai,19.07419299014318,72.91606107952069,Leprosy,2022,497
India,Mumbai,19.11617412375423,72.85155374078838,Lymphatic Filariasis,2010,546
India,Mumbai,19.073389541290496,72.9130850058492,Lymphatic Filariasis,2011,478
India,Mumbai,19.07409407406718,72.8526772841318,Lymphatic Filariasis,2012,466
India,Mumbai,19.07461681484469,72.85251831446895,Lymphatic Filariasis,2013,465
India,Mumbai,19.09908398440087,72.89675682934818,Lymphatic Filariasis,2014,459
India,Mumbai,19.044779827041523,72.8981058408408,Lymphatic Filariasis,2015,526
India,Mumbai,19.112032880018354,72.85446854043101,Lymphatic Filariasis,2016,523
India,Mumbai,19.103340016498723,72.92655763710793,Lymphatic Filariasis,2017,469
India,Mumbai,19.045739372791598,72.92100301420682,Lymphatic Filariasis,2018,508
India,Mumbai,19.12064298788255,72.88721981001588,Lymphatic Filariasis,2019,516
India,Mumbai,19.10264704703419,72.87863814334032,Lymphatic Filariasis,2020,485
India,Mumbai,19.098744569767202,72.83602163260808,Lymphatic Filariasis,2021,517
India,Mumbai,19.11241468966557,72.84613283063806,Lymphatic Filariasis,2022,492
India,Mumbai,19.032351076837887,72.86256983646818,Schistosomiasis,2010,489
India,Mumbai,19.051753204253668,72.85372144077824,Schistosomiasis,2011,527
India,Mumbai,19.12563243063166,72.86370214440157,Schistosomiasis,2012,517
India,Mumbai,19.09415938527161,72.84441934764838,Schistosomiasis,2013,467
India,Mumbai,19.080124424838623,72.84987326534679,Schistosomiasis,2014,500
India,Mumbai,19.10242481270458,72.92139282807057,Schistosomiasis,2015,488
India,Mumbai,19.047585088463645,72.91066145696301,Schistosomiasis,2016,493
India,Mumbai,19.096977012151164,72.8715923457249,Schistosomiasis,2017,535
India,Mumbai,19.043464137500937,72.90778843749766,Schistosomiasis,2018,488
India,Mumbai,19.117090069931436,72.91161199678591,Schistosomiasis,2019,551
India,Mumbai,19.060988615608824,72.84258517473158,Schistosomiasis,2020,508
India,Mumbai,19.108477198607492,72.84269502673234,Schistosomiasis,2021,486
India,Mumbai,19.07821660889956,72.91044812814559,Schistosomiasis,2022,511
India,Mumbai,19.06595825281084,72.87314236806935,Soil-transmitted Helminthiasis,2010,521
India,Mumbai,19.113450086923287,72.82813116467112,Soil-transmitted Helminthiasis,2011,464
India,Mumbai,19.043849652853492,72.86688357689066,Soil-transmitted Helminthiasis,2012,453
India,Mumbai,19.04411857310692,72.90561312630209,Soil-transmitted Helminthiasis,2013,496
India,Mumbai,19.1071952329301,72.84265983149928,Soil-transmitted Helminthiasis,2014,490
India,Mumbai,19.04447708939528,72.85276027062675,Soil-transmitted Helminthiasis,2015,473
India,Mumbai,19.10073799829889,72.89902240991889,Soil-transmitted Helminthiasis,2016,508
India,Mumbai,19.071386281418064,72.8611261969306,Soil-transmitted Helminthiasis,2017,462
India,Mumbai,19.031159324735384,72.85730083629383,Soil-transmitted Helminthiasis,2018,459
India,Mumbai,19.125879698957302,72.84928011654621,Soil-transmitted Helminthiasis,2019,514
India,Mumbai,19.077274769547174,72.89703528791398,Soil-transmitted Helminthiasis,2020,492
India,Mumbai,19.038932810152346,72.83669816344481,Soil-transmitted Helminthiasis,2021,492
India,Mumbai,19.08033235353499,72.91559679963132,Soil-transmitted Helminthiasis,2022,519
India,Mumbai,19.052477203111458,72.87185611255236,Rabies,2010,495
India,Mumbai,19.035351594490706,72.83006679874114,Rabies,2011,468
India,Mumbai,19.105336956195554,72.91545770553648,Rabies,2012,453
India,Mumbai,19.123657842102116,72.90948839211161,Rabies,2013,469
India,Mumbai,19.042011439249734,72.88243436022974,Rabies,2014,517
India,Mumbai,19.120158654337963,72.8560421945056,Rabies,2015,560
India,Mumbai,19.064475930016158,72.89267873567569,Rabies,2016,486
India,Mumbai,19.09710946538347,72.89038779187975,Rabies,2017,460
India,Mumbai,19.086465884805428,72.8405165409807,Rabies,2018,508
India,Mumbai,19.043144075320253,72.83256694250395,Rabies,2019,497
India,Mumbai,19.09461520400445,72.879721607977,Rabies,2020,505
India,Mumbai,19.066012596977966,72.92007497656684,Rabies,2021,446
India,Mumbai,19.10324590283003,72.91896426010747,Rabies,2022,497
India,Mumbai,19.100775926108366,72.8663690300194,Trachoma,2010,485
India,Mumbai,19.124440824465566,72.9112512652533,Trachoma,2011,498
India,Mumbai,19.114310897602195,72.86057199443071,Trachoma,2012,505
India,Mumbai,19.066248753611383,72.84125377312442,Trachoma,2013,513
India,Mumbai,19.05292874738156,72.83609778207561,Trachoma,2014,487
India,Mumbai,19.027887344335426,72.90877583369802,Trachoma,2015,512
India,Mumbai,19.042238036190522,72.90761998500165,Trachoma,2016,536
India,Mumbai,19.039225745741035,72.90394427240199,Trachoma,2017,550
India,Mumbai,19.06569869379004,72.84411683132056,Trachoma,2018,507
India,Mumbai,19.055380715621997,72.86146630618758,Trachoma,2019,542
India,Mumbai,19.07312755846324,72.91919646480021,Trachoma,2020,446
India,Mumbai,19.08260393460114,72.9114725542226,Trachoma,2021,492
India,Mumbai,19.111894936241033,72.8592530398052,Trachoma,2022,506
India,Mumbai,19.097318941923437,72.8396883269378,Kala-azar,2010,525
India,Mumbai,19.1008398716926,72.84351400812055,Kala-azar,2011,494
India,Mumbai,19.114311320002717,72.83746580382227,Kala-azar,2012,526
India,Mumbai,19.112245267211335,72.87296623907609,Kala-azar,2013,497
India,Mumbai,19.07038472541663,72.92606566780948,Kala-azar,2014,553
India,Mumbai,19.102191200398273,72.87749984479905,Kala-azar,2015,481
India,Mumbai,19.034066061568435,72.92029011958607,Kala-azar,2016,508
India,Mumbai,19.06498309980879,72.86293864930836,Kala-azar,2017,468
India,Mumbai,19.111764281346247,72.87354823922765,Kala-azar,2018,501
India,Mumbai,19.09718240301229,72.82885949564772,Kala-azar,2019,501
India,Mumbai,19.052107489173782,72.90360626705743,Kala-azar,2020,503
India,Mumbai,19.110571049414197,72.85986650952046,Kala-azar,2021,530
India,Mumbai,19.04922389048632,72.87417854641104,Kala-azar,2022,471
India,Mumbai,19.06092866700346,72.8856662323892,Chikungunya,2010,517
India,Mumbai,19.094709678089604,72.91272361801438,Chikungunya,2011,514
India,Mumbai,19.099818504061346,72.84510528891178,Chikungunya,2012,472
India,Mumbai,19.110640295057873,72.89601055725564,Chikungunya,2013,490
India,Mumbai,19.10759289163468,72.85139756336176,Chikungunya,2014,493
India,Mumbai,19.067088951474588,72.87414971321579,Chikungunya,2015,535
India,Mumbai,19.073601425615333,72.8634131718925,Chikungunya,2016,501
India,Mumbai,19.026852457770733,72.89609037553771,Chikungunya,2017,493
India,Mumbai,19.08247900678175,72.91977534503175,Chikungunya,2018,499
India,Mumbai,19.086385302291475,72.90630879129348,Chikungunya,2019,497
India,Mumbai,19.075483309095823,72.8332806969467,Chikungunya,2020,499
India,Mumbai,19.030218261877227,72.85734947514108,Chikungunya,2021,509
India,Mumbai,19.036943627780147,72.92765730821819,Chikungunya,2022,460
India,Mumbai,19.093175165450127,72.86007902378886,Japanese Encephalitis,2010,471
India,Mumbai,19.117279933400262,72.92371314372699,Japanese Encephalitis,2011,472
India,Mumbai,19.058091824426953,72.83902344999385,Japanese Encephalitis,2012,477
India,Mumbai,19.04132675507316,72.85641696534609,Japanese Encephalitis,2013,533
India,Mumbai,19.03470076509863,72.83007214531678,Japanese Encephalitis,2014,511
India,Mumbai,19.078210954087208,72.91638679829045,Japanese Encephalitis,2015,478
India,Mumbai,19.097574379635503,72.85303338584345,Japanese Encephalitis,2016,476
India,Mumbai,19.033199894013432,72.88422485632134,Japanese Encephalitis,2017,476
India,Mumbai,19.08727646502345,72.90892476300641,Japanese Encephalitis,2018,470
India,Mumbai,19.03434348340193,72.82921514175115,Japanese Encephalitis,2019,479
India,Mumbai,19.113070863929057,72.85198825571537,Japanese Encephalitis,2020,500
India,Mumbai,19.118285915521252,72.83140907609605,Japanese Encephalitis,2021,508
India,Mumbai,19.06800203012714,72.90101034782735,Japanese Encephalitis,2022,455
India,Bangalore,13.012745846507686,77.64209748106256,Dengue,2010,522
India,Bangalore,12.923217295702921,77.63701964185319,Dengue,2011,477
India,Bangalore,13.013547980383965,77.5827375312075,Dengue,2012,492
India,Bangalore,12.967027990575861,77.590897331106,Dengue,2013,508
India,Bangalore,13.007962141152394,77.56135987025269,Dengue,2014,498
India,Bangalore,13.012549800696052,77.60281704387776,Dengue,2015,439
India,Bangalore,13.01802470362305,77.59774592849229,Dengue,2016,514
India,Bangalore,12.93136848499719,77.63099190749095,Dengue,2017,501
India,Bangalore,12.94714406820974,77.5457858244707,Dengue,2018,467
India,Bangalore,12.940743396051058,77.55747822098228,Dengue,2019,502
India,Bangalore,13.00676126827709,77.62949997264154,Dengue,2020,484
India,Bangalore,12.922884736188795,77.54527199476733,Dengue,2021,480
India,Bangalore,12.956885444943675,77.59391924081396,Dengue,2022,469
India,Bangalore,12.979538793063977,77.57139927029063,Leprosy,2010,506
India,Bangalore,12.996469705798638,77.56288772551773,Leprosy,2011,520
India,Bangalore,12.994110132527553,77.56251286425788,Leprosy,2012,463
India,Bangalore,13.0039041455769,77.55766914100374,Leprosy,2013,505
India,Bangalore,12.93922822877479,77.5728515675246,Leprosy,2014,496
India,Bangalore,12.998849796484144,77.61843881048706,Leprosy,2015,485
India,Bangalore,12.98395452951429,77.5676788843235,Leprosy,2016,509
India,Bangalore,12.92803697191047,77.57228911927898,Leprosy,2017,491
India,Bangalore,12.974372713704277,77.54638835608318,Leprosy,2018,507
India,Bangalore,13.01915500692652,77.64111199580833,Leprosy,2019,466
India,Bangalore,12.954134084006588,77.58100262337744,Leprosy,2020,482
India,Bangalore,12.980030860961884,77.56239671144485,Leprosy,2021,477
India,Bangalore,12.973634401952946,77.63834361897433,Leprosy,2022,476
India,Bangalore,12.941272951753959,77.64179145106137,Lymphatic Filariasis,2010,461
India,Bangalore,12.968872297177302,77.54777124813364,Lymphatic Filariasis,2011,494
India,Bangalore,12.96594571567173,77.5502000470784,Lymphatic Filariasis,2012,468
India,Bangalore,12.981369175987366,77.6001253022292,Lymphatic Filariasis,2013,523
India,Bangalore,12.95301740048349,77.57227270246987,Lymphatic Filariasis,2014,476
India,Bangalore,12.936325873824888,77.60552843524668,Lymphatic Filariasis,2015,541
India,Bangalore,12.978362599689351,77.62842031883804,Lymphatic Filariasis,2016,505
India,Bangalore,12.971197502003157,77.55859901510422,Lymphatic Filariasis,2017,519
India,Bangalore,12.962291519423852,77.6054010822752,Lymphatic Filariasis,2018,488
India,Bangalore,12.973451380860594,77.5942105225923,Lymphatic Filariasis,2019,500
India,Bangalore,13.008453910098458,77.57186678399079,Lymphatic Filariasis,2020,469
India,Bangalore,12.971571376491081,77.5860863095503,Lymphatic Filariasis,2021,486
India,Bangalore,12.938378768508318,77.6126587222367,Lymphatic Filariasis,2022,474
India,Bangalore,12.983915841773735,77.63188509470454,Schistosomiasis,2010,502
India,Bangalore,13.008840178253218,77.6313446067424,Schistosomiasis,2011,489
India,Bangalore,12.943751654036474,77.62109310518431,Schistosomiasis,2012,488
India,Bangalore,12.941391000836559,77.61528231036543,Schistosomiasis,2013,483
India,Bangalore,12.985328018368904,77.63076307943633,Schistosomiasis,2014,518
India,Bangalore,12.99498806746617,77.56120514892719,Schistosomiasis,2015,498
India,Bangalore,13.009171110183859,77.58885139947566,Schistosomiasis,2016,490
India,Bangalore,13.017662459190072,77.62776584869944,Schistosomiasis,2017,470
India,Bangalore,13.020006446348797,77.62089903225268,Schistosomiasis,2018,545
India,Bangalore,12.994978787308682,77.61884419584392,Schistosomiasis,2019,457
India,Bangalore,12.93711867168606,77.56950368211936,Schistosomiasis,2020,505
India,Bangalore,12.939275930179553,77.63694427769646,Schistosomiasis,2021,472
India,Bangalore,12.943892989907209,77.560570445028,Schistosomiasis,2022,479
India,Bangalore,12.986395020482314,77.62897795940732,Soil-transmitted Helminthiasis,2010,475
India,Bangalore,12.957711383301616,77.62436743042045,Soil-transmitted Helminthiasis,2011,511
India,Bangalore,12.93521692895957,77.5564657856403,Soil-transmitted Helminthiasis,2012,491
India,Bangalore,12.987132894844095,77.61731296590048,Soil-transmitted Helminthiasis,2013,493
India,Bangalore,12.960505679681368,77.58525845457078,Soil-transmitted Helminthiasis,2014,496
India,Bangalore,13.003080952931846,77.61390537501279,Soil-transmitted Helminthiasis,2015,498
India,Bangalore,12.929845011667062,77.63538691170758,Soil-transmitted Helminthiasis,2016,517
India,Bangalore,12.954354196042317,77.5653087626867,Soil-transmitted Helminthiasis,2017,481
India,Bangalore,13.016996195475071,77.59483007053582,Soil-transmitted Helminthiasis,2018,492
India,Bangalore,13.004731309598395,77.577147875073,Soil-transmitted Helminthiasis,2019,535
India,Bangalore,12.968223960905567,77.55287542199815,Soil-transmitted Helminthiasis,2020,469
India,Bangalore,13.014697156264415,77.62575034943157,Soil-transmitted Helminthiasis,2021,508
India,Bangalore,12.942155299125103,77.635749786431,Soil-transmitted Helminthiasis,2022,472
India,Bangalore,13.01906235561202,77.57662711352197,Rabies,2010,508
India,Bangalore,12.954454090896046,77.58192023346137,Rabies,2011,533
India,Bangalore,12.98283779289021,77.6010914697548,Rabies,2012,474
India,Bangalore,12.970678245843684,77.56241329256908,Rabies,2013,483
India,Bangalore,12.995046083234062,77.58265103781996,Rabies,2014,518
India,Bangalore,12.934561472327628,77.57231485342388,Rabies,2015,490
India,Bangalore,12.937829260983907,77.59863789265994,Rabies,2016,468
India,Bangalore,12.943119940074606,77.57068504280288,Rabies,2017,471
India,Bangalore,12.973909695490988,77.63320153514148,Rabies,2018,521
India,Bangalore,12.926526645444538,77.61010305123497,Rabies,2019,481
India,Bangalore,13.018577394771532,77.60620628556798,Rabies,2020,515
India,Bangalore,12.930081754180856,77.60462557067865,Rabies,2021,513
India,Bangalore,12.963529796323641,77.61386003742277,Rabies,2022,483
India,Bangalore,13.019887532887934,77.59938596474862,Trachoma,2010,477
India,Bangalore,12.936067752601081,77.58471895400564,Trachoma,2011,505
India,Bangalore,12.981045384406908,77.6127594935684,Trachoma,2012,498
India,Bangalore,12.92727387841527,77.58439477979118,Trachoma,2013,474
India,Bangalore,12.981080453300752,77.64025095667516,Trachoma,2014,500
India,Bangalore,12.939973326059967,77.63374543038118,Trachoma,2015,542
India,Bangalore,12.956776305394746,77.5496673082828,Trachoma,2016,513
India,Bangalore,12.92984528050456,77.62412082184953,Trachoma,2017,514
India,Bangalore,12.930762219562038,77.55690962558384,Trachoma,2018,505
India,Bangalore,12.939642559768666,77.56035171474403,Trachoma,2019,495
India,Bangalore,13.008934493523391,77.55105267155834,Trachoma,2020,543
India,Bangalore,12.943100868758163,77.56080263007502,Trachoma,2021,497
India,Bangalore,12.985315571789998,77.61742154910661,Trachoma,2022,470
India,Bangalore,12.94625622952863,77.59359972581045,Kala-azar,2010,529
India,Bangalore,13.00640542706993,77.62182049622915,Kala-azar,2011,506
India,Bangalore,12.961157585411573,77.5519379568902,Kala-azar,2012,452
India,Bangalore,12.956614648466692,77.56942159532875,Kala-azar,2013,522
India,Bangalore,12.998620071047363,77.6243987498905,Kala-azar,2014,489
India,Bangalore,12.95788750383918,77.59655643087655,Kala-azar,2015,502
India,Bangalore,12.9773620274744,77.61600794294505,Kala-azar,2016,490
India,Bangalore,12.948710102237717,77.56253763177583,Kala-azar,2017,516
India,Bangalore,12.992753876231768,77.62214455419394,Kala-azar,2018,481
India,Bangalore,13.003563622956563,77.54666362273507,Kala-azar,2019,472
India,Bangalore,13.008626889534959,77.56794578243534,Kala-azar,2020,500
India,Bangalore,12.995242612609811,77.59115439918855,Kala-azar,2021,537
India,Bangalore,12.958766096626935,77.62279660539555,Kala-azar,2022,505
India,Bangalore,12.981760197935701,77.61858428239016,Chikungunya,2010,473
India,Bangalore,13.019744215034507,77.61597710073076,Chikungunya,2011,500
India,Bangalore,12.935360416311179,77.61468337020143,Chikungunya,2012,457
India,Bangalore,12.983919783057516,77.57958124765169,Chikungunya,2013,479
India,Bangalore,12.956720468853504,77.57328357266208,Chikungunya,2014,479
India,Bangalore,12.923846885326634,77.56109274182441,Chikungunya,2015,504
India,Bangalore,12.979666517110568,77.62685302206157,Chikungunya,2016,519
India,Bangalore,13.009643035382046,77.64318424360145,Chikungunya,2017,501
India,Bangalore,12.999176880741107,77.58888723826733,Chikungunya,2018,494
India,Bangalore,12.955297704695365,77.63727839108208,Chikungunya,2019,474
India,Bangalore,13.01026031493004,77.56692097231392,Chikungunya,2020,492
India,Bangalore,12.922048777094322,77.62961463765622,Chikungunya,2021,509
India,Bangalore,12.941459161594317,77.62953362625316,Chikungunya,2022,514
